Nome,ate1930,ate1940,ate1950,ate1960,ate1970,ate1980,ate1990,ate2000,ate2010
ELEIDE,,,76,152,324,336,244,63,20
THUANA,,,,,,,20,63,20
ADANS,,,,,,42,133,62,20
JOSIMARE,,,,,22,81,126,62,20
DELAIR,,78,285,471,685,474,199,61,20
ADENISIA,,,37,38,111,189,137,61,20
DILNEI,,,52,130,260,240,113,61,20
JOSILANDIA,,,,,,70,86,61,20
DANER,,,,,,,82,61,20
DIEFFERSON,,,,,,,30,61,20
JECIKA,,,,,,,,61,20
MITALI,,,,,,,,61,20
OTAVIANA,155,176,206,149,110,91,104,60,20
UELIA,,,,,,,80,60,20
DEIVER,,,,,,28,69,60,20
RENON,,,,,,28,48,60,20
JOECIO,,,,,23,35,47,60,20
WALDILENE,,,,,68,187,137,59,20
ELISANI,,,,,,82,111,59,20
MARCILA,,,33,21,27,33,73,59,20
ADERSOM,,,,,,32,71,59,20
LEOMARCIO,,,,,,57,64,59,20
HAIRTON,,21,23,54,68,49,44,59,20
THAYANARA,,,,,,,,59,20
DORINALDO,,,,28,62,100,120,58,20
NERIA,30,71,78,128,158,160,105,58,20
MIHELE,,,,,,,88,58,20
JEZIANE,,,,,,,57,58,20
WELLITANIA,,,,,,21,54,58,20
JANILO,,,,,,,33,58,20
CLELMA,,,,,29,98,141,57,20
ROSEILDO,,,,,21,75,99,57,20
WALLES,,,,,,,28,57,20
NEDJA,,,,27,52,66,103,56,20
JULIERMES,,,,,,30,94,56,20
DIOCLECIANO,42,84,77,78,59,60,71,56,20
DIANO,,,,,,38,68,56,20
JOCIMARIO,,,,,,43,57,56,20
FRANCEANE,,,,,,,51,56,20
ERCSON,,,,,,25,50,56,20
MAYONE,,,,,,,31,56,20
ZITA,386,653,877,1135,833,320,144,55,20
AXIEL,,,,,,,,55,20
EVERALDA,,20,63,146,199,273,148,54,20
ROGEIRO,,,,,38,82,108,54,20
SIRILO,78,180,178,207,154,119,93,54,20
ALMARI,,,25,36,80,79,76,54,20
ADEAN,,,,,,,49,54,20
DEUSANIRA,,,40,123,267,297,189,53,20
VANIZA,,,25,38,68,143,109,53,20
EDIRAN,,,,,46,113,101,53,20
JUSIENE,,,,,,56,71,53,20
ROCHELY,,,,,,23,58,53,20
ANDRELISA,,,,,,37,48,53,20
GILDERLANIO,,,,,,,31,53,20
WELK,,,,,,,29,53,20
ERIKIS,,,,,,,,53,20
SILDA,76,274,345,441,408,293,137,52,20
JOCELY,,,36,71,137,142,110,52,20
SHERMAN,,,,,,27,91,52,20
JAELMA,,,,,,65,86,52,20
CLEUZIANE,,,,,,,79,52,20
NEIZE,,20,56,73,108,91,78,52,20
ALDESON,,,,,,28,48,52,20
CHELIDA,,,,,,,38,52,20
JECIENE,,,,,,24,36,52,20
JOARLEY,,,,,,,36,52,20
VENICIA,,,22,36,26,34,32,52,20
JEFFRSON,,,,,,,22,52,20
JOANILTON,,,,,53,86,102,51,20
MARISTANE,,,,25,87,155,98,51,20
DELSILENE,,,,,,69,97,51,20
CATIUSSA,,,,,,,93,51,20
CRISTINEI,,,,,,51,92,51,20
JUNIMAR,,,,,,64,78,51,20
DAGMARA,,,,,,50,73,51,20
MSRCELO,,,,,,69,62,51,20
JORIO,,31,30,33,81,80,83,50,20
DAGNER,,,,,,,66,50,20
JAKS,,,,,,36,51,50,20
TARSIZIO,,,,35,32,28,44,50,20
NADNA,,,,,,,24,50,20
JESSYANE,,,,,,,,50,20
ROVANI,,,,40,105,122,83,49,20
DILENA,,,36,47,91,92,77,49,20
PATRICE,,,,,33,45,64,49,20
IRATAN,,,,21,50,81,57,49,20
LISANA,,,,,23,40,54,49,20
JABISON,,,,,,,43,49,20
JUIANE,,,,,,,32,49,20
DELES,,,,,,,,49,20
DOUGALAS,,,,,,,,49,20
SIMAR,,,21,52,166,250,177,48,20
FRANCELY,,,,,,67,103,48,20
EDUILSON,,,,,92,158,101,48,20
VALCLEI,,,,,,33,77,48,20
DEUZINETE,,,,,62,138,143,47,20
AUDEMIR,,,,49,100,116,121,47,20
MARCELUS,,,,33,76,114,64,47,20
RONELSON,,,,,24,47,61,47,20
DARK,,,,20,61,57,53,47,20
TENISSON,,,,,31,49,46,47,20
RACHID,,20,29,48,52,29,44,47,20
PIERA,,,,,,,41,47,20
ELEOMARA,,,,,,26,34,47,20
EDNAIARA,,,,,,,,47,20
DIVANETE,,29,100,273,536,437,204,46,20
CELSA,105,157,223,279,435,288,129,46,20
LIBERIO,,42,140,284,280,125,119,46,20
RONICE,,,,20,71,131,98,46,20
JOSSANDRA,,,,,,34,56,46,20
JACKELLINE,,,,,,,55,46,20
GREISI,,,,,,,53,46,20
EDIONEI,,,,,,25,43,46,20
SUENA,,,,,,,37,46,20
JOERLAN,,,,,,,24,46,20
JHESSYKA,,,,,,,,46,20
CASILDA,125,329,432,580,568,491,204,45,20
ALENIR,,49,168,408,504,333,166,45,20
NABOR,64,138,261,273,163,101,72,45,20
DNIELA,,,,,,,41,45,20
WILANS,,,,,,,30,45,20
SONNY,,,,,,,22,45,20
MARILANIA,,,,,45,59,92,44,20
EDILSSON,,,,,59,89,79,44,20
EUDI,,,,39,70,71,68,44,20
LEONILIA,89,130,140,119,136,87,64,44,20
NEVERSON,,,,,,21,63,44,20
AGLAIR,,71,138,190,173,129,57,44,20
JARIANA,,,,,,,46,44,20
MCHEL,,,,,,,41,44,20
LENARIA,,,,,,,30,44,20
DEIMISSON,,,,,,,,44,20
EUVALDO,20,94,180,300,286,205,119,43,20
ELIZOMAR,,,,23,49,122,115,43,20
GERVANIA,,,,,41,111,96,43,20
JOANADARC,,,,65,131,112,73,43,20
MARENILDO,,,,,26,83,69,43,20
RALFI,,,,,,21,68,43,20
JONELSON,,,,,,35,47,43,20
RUTIANA,,,,,,26,46,43,20
DAKSON,,,,,,,37,43,20
ADAILA,,,,,,,35,43,20
CISLAINE,,,,,,26,34,43,20
CLEBISOM,,,,,,,25,43,20
LORRUANA,,,,,,,,43,20
ALDI,,26,55,128,141,142,120,42,20
ADEJAIR,,,37,185,155,132,106,42,20
CLAUDILSON,,,,,23,59,66,42,20
DIDIMO,36,76,107,123,113,95,58,42,20
JAZIELE,,,,,,,29,42,20
PAMEA,,,,,,,23,42,20
ANDERSSA,,,,,,,20,42,20
CARORINE,,,,,,,,42,20
WALLERSON,,,,,,,,42,20
CLERISMAR,,,,,57,149,111,41,20
ARTENISA,,,,,,,99,41,20
JUSTO,99,221,255,195,204,112,86,41,20
HIDELBRANDO,,41,78,110,151,101,73,41,20
SANDRIANA,,,,,,51,69,41,20
CLARO,81,169,238,263,201,107,63,41,20
HERNESTO,27,74,105,119,120,75,61,41,20
RUSIVEL,,,,,26,45,51,41,20
LESANDRA,,,,,,55,48,41,20
JUNIR,,,,,,28,31,41,20
NARALIA,,,,,,,,41,20
IRACILDO,,28,63,91,148,185,142,40,20
FAUSTA,266,380,343,423,346,156,122,40,20
JOSILENA,,,,,29,89,107,40,20
NEDILSON,,,,20,75,121,82,40,20
HERTA,328,483,370,260,122,90,67,40,20
ELISVANE,,,,,,34,67,40,20
LEVERSON,,,,,,27,52,40,20
NIRIAN,,,,,28,34,42,40,20
WLINGTON,,,,,,23,32,40,20
MADIA,,,,26,43,33,28,40,20
GERFERSOM,,,,,,,,40,20
VANDERVAL,,,37,78,141,180,130,39,20
GIZELLI,,,,,,32,88,39,20
FRANCIE,,,,,,46,57,39,20
FRANISO,,,35,50,51,37,57,39,20
EDIE,,34,27,37,49,42,51,39,20
ALEI,,,26,34,55,48,45,39,20
GREICIANA,,,,,,,44,39,20
JAEDNA,,,,,,,43,39,20
MERSIA,,,,,21,33,38,39,20
ARNAUDO,,,28,65,75,58,37,39,20
EVERYON,,,,,,,37,39,20
GLALCIANE,,,,,,,34,39,20
DERLANI,,,,,,,32,39,20
IDIARA,,,,,,,26,39,20
LUMAR,,,,20,24,30,22,39,20
DIARLEY,,,,,,,22,39,20
MAKELE,,,,,,,22,39,20
AIRANE,,,,,,,,39,20
ENDRESSA,,,,,,,,39,20
MARAIANE,,,,,,,,39,20
TAINER,,,,,,,,39,20
CLAUDELICE,,,,38,82,176,114,38,20
ADALERTO,,,39,84,94,91,88,38,20
LESANDRO,,,,,,27,75,38,20
ELIDI,,26,28,48,31,33,53,38,20
PABLIA,,,,,,,39,38,20
ARIADNES,,,,,,,29,38,20
DARINA,,20,22,24,,,27,38,20
DEISIANY,,,,,,,,38,20
DIONTAN,,,,,,,,38,20
NATHAIA,,,,,,,,38,20
VADIR,,45,129,251,291,212,124,37,20
EDERSSON,,,,,,,60,37,20
ALEQUISANDRO,,,,,,24,58,37,20
JANNA,,,,,,,41,37,20
DANILZA,,,,28,40,52,38,37,20
MAICHAEL,,,,,,,26,37,20
JANDARA,,,,,,,25,37,20
ALDELAN,,,,,,,23,37,20
ELDEM,,,,,,,21,37,20
LOIANI,,,,,,,21,37,20
CLEME,,,,,,,,37,20
DANIMARA,,,,,,,,37,20
QUIRINO,143,253,378,378,326,150,112,36,20
FLORISA,137,308,431,465,347,178,91,36,20
LEIDILAURA,,,,,,30,80,36,20
NINFA,74,105,180,155,114,55,59,36,20
WERBER,,,,,,32,58,36,20
CRISLEIA,,,,,,30,58,36,20
ADENIZA,,,,20,50,51,49,36,20
LINDIA,,,,,,27,44,36,20
QUESIO,,,,,,,30,36,20
GECIVANIA,,,,,,,27,36,20
IZAILSON,,,,,,,22,36,20
SIDILANE,,,,,,,22,36,20
ANDRSA,,,,,,,20,36,20
FAILON,,,,,,,,36,20
JIAM,,,,,,,,36,20
MAQUIELI,,,,,,,,36,20
ILDELENE,,,,,,40,51,35,20
ODIELSON,,,,,,,50,35,20
TOINHA,,,,35,46,66,43,35,20
KERSON,,,,,,27,43,35,20
MAURUCIO,,,,,26,21,35,35,20
IZAENE,,,,,,,32,35,20
JOSIKELLY,,,,,,,25,35,20
INGRET,,,,,,,,35,20
JAMYSON,,,,,,,,35,20
JOSINARIA,,,,,,,,35,20
KAROLAIN,,,,,,,,35,20
LIDIEL,,,,,,,,35,20
TALYTHA,,,,,,,,35,20
WEITON,,,,,,,,35,20
WUELEN,,,,,,,,35,20
ANTONILTON,,,,,23,65,79,34,20
EURIDICE,265,454,546,565,394,171,77,34,20
NELHO,,,,31,34,79,53,34,20
CARLY,,28,41,36,36,39,37,34,20
LEIGIANE,,,,,,,37,34,20
DAYTON,,,,,,,35,34,20
GREZIELE,,,,,,,34,34,20
RUTHIANE,,,,,,,32,34,20
EULINE,,,,,,,31,34,20
RONYS,,,,,,,31,34,20
DEUZILANE,,,,,,,28,34,20
ARIADI,,,,,,,,34,20
JARBESON,,,,,,,,34,20
JEISIANA,,,,,,,,34,20
JHONATAH,,,,,,,,34,20
MONIKELLY,,,,,,,,34,20
RAYME,,,,,,,,34,20
SAMLA,,,,,,,,34,20
SARALINE,,,,,,,,34,20
NICELI,,,,,,23,82,33,20
EDVANDER,,,,,24,82,76,33,20
ELIZEO,,,29,36,52,52,46,33,20
LAUDISON,,,,,,,40,33,20
DEUZIVANIA,,,,,,21,35,33,20
YANES,,,,,,,33,33,20
WESLANDIA,,,,,,,32,33,20
UERLEN,,,,,,,30,33,20
MEILANE,,,,,,,24,33,20
JEIELI,,,,,,,22,33,20
ANTONIELTON,,,,,,,21,33,20
ASUCENA,,,,,,,,33,20
EDUANI,,,,,,,,33,20
QUEISIANE,,,,,,,,33,20
SERAFIN,108,223,316,257,198,98,61,32,20
LISSIANE,,,,,,,56,32,20
MARILANI,,,,,57,51,46,32,20
GLEDISOM,,,,,,,45,32,20
JILIAN,,,,,,,42,32,20
FABRICE,,,,,,24,40,32,20
THEILA,,,,,,,34,32,20
SIEL,,,,,,,29,32,20
ABINADABI,,,,,,,24,32,20
LIONAI,,,,,,,20,32,20
RUHAMA,,,,,,,,32,20
WESLEYANE,,,,,,,,32,20
NALDA,,25,34,52,94,120,97,31,20
GEVANIA,,,,,27,53,51,31,20
ELINEY,,,,,29,45,49,31,20
MANOE,,51,68,110,93,74,48,31,20
SAMPAIO,,,,,37,37,44,31,20
AESSANDRO,,,,,,53,40,31,20
SHERLON,,,,,,,39,31,20
GLEITO,,,,,,,35,31,20
UEDNA,,,,,,,35,31,20
GISLANIO,,,,,,,31,31,20
SANDRELLY,,,,,,,23,31,20
VALDICLEY,,,,,,,23,31,20
MITCHELL,,,,,,,20,31,20
ANDREYSON,,,,,,,,31,20
KATHLLEEN,,,,,,,,31,20
NAYMARA,,,,,,,,31,20
TAYRONI,,,,,,,,31,20
THISA,,,,,,,,31,20
GRAZILENE,,,,,,,56,30,20
HELTO,,,,,,26,54,30,20
ELIVIANE,,,,,,,37,30,20
CLEIBERSON,,,,,,,35,30,20
GREYCY,,,,,,,31,30,20
FAINE,,,,,,,29,30,20
DANIELO,,,,,,22,26,30,20
IGON,,,,,,,24,30,20
FRANCINNE,,,,,,,23,30,20
DHONATAM,,,,,,,,30,20
JANDIELSON,,,,,,,,30,20
JOCIELLY,,,,,,,,30,20
MAQSUEL,,,,,,,,30,20
WEERTON,,,,,,,,30,20
LUIZIANA,,,,,29,68,79,29,20
DUCARMO,,21,46,92,128,113,77,29,20
KEPLER,,,,,30,40,40,29,20
KRISTINA,,,,,,24,39,29,20
ERINILSON,,,,,,,37,29,20
JILDERLAN,,,,,,,21,29,20
DOGAS,,,,,,,,29,20
JATANAEL,,,,,,,,29,20
TAMILYS,,,,,,,,29,20
ERLANDSON,,,,,,24,54,28,20
EDVARDO,,22,30,43,66,52,46,28,20
MARLIS,,,28,64,66,54,37,28,20
SHESLEY,,,,,,,30,28,20
DIMITRA,,,,,,,27,28,20
ALECHADRE,,,,,,21,21,28,20
TAMILLA,,,,,,,21,28,20
CHARDSON,,,,,,,20,28,20
LUDY,,,,,,,20,28,20
HEINRICH,,31,20,21,20,,,28,20
CLAUBERTE,,,,,,,,28,20
EBONY,,,,,,,,28,20
QUENIDE,,,,,,,,28,20
MICIAS,,,40,31,37,37,53,27,20
SADIA,,,,,49,41,49,27,20
LAIRSON,,,,41,94,72,45,27,20
RIDAN,,,,,,,36,27,20
WESTON,,,,,,37,34,27,20
ERDERSON,,,,,,,24,27,20
KELCY,,,,,,22,23,27,20
NAASON,,,,,,,20,27,20
DNILSON,,,,,,31,,27,20
DENISY,,,,,,,,27,20
KARILINE,,,,,,,,27,20
KERSSIA,,,,,,,,27,20
KESLIANE,,,,,,,,27,20
LARRIZA,,,,,,,,27,20
RENDEL,,,,,,,,27,20
RHAVENA,,,,,,,,27,20
TAIRANA,,,,,,,,27,20
WEMERSSOM,,,,,,,,27,20
AJENOR,58,99,160,186,142,79,49,26,20
MARNILSON,,,,,,23,39,26,20
MARLES,,,,,,26,26,26,20
DEIVSSON,,,,,,,20,26,20
VENILSOM,,,,,,22,,26,20
GREICIELEN,,,,,,,,26,20
ILBER,,,,,,,,26,20
JAICILENE,,,,,,,,26,20
JANYELE,,,,,,,,26,20
KAROLAI,,,,,,,,26,20
MAYZE,,,,,,,,26,20
NATAINE,,,,,,,,26,20
PABILA,,,,,,,,26,20
UEWERTON,,,,,,,,26,20
VADERLAN,,,,,,,,26,20
DELINA,92,179,246,239,207,136,69,25,20
NOER,,20,23,33,37,33,38,25,20
LEIVAN,,,,,,20,33,25,20
CLEVI,,,,35,36,40,32,25,20
ELQUIAS,,,,,,,27,25,20
SANOEL,,,,,,,27,25,20
RILDER,,,,,,20,26,25,20
UEIDE,,,,,,,26,25,20
AMATHEUS,,,,,,,,25,20
CARINNA,,,,,,,,25,20
CRISLAINA,,,,,,,,25,20
DANDA,,,,,,,,25,20
DEIZILANE,,,,,,,,25,20
DISLAN,,,,,,,,25,20
ITTALO,,,,,,,,25,20
JONATS,,,,,,,,25,20
JONHANTAN,,,,,,,,25,20
KARYTA,,,,,,,,25,20
LIDISON,,,,,,,,25,20
SABRICIA,,,,,,,,25,20
SABRIN,,,,,,,,25,20
THAYRAN,,,,,,,,25,20
WILAINE,,,,,,,,25,20
GESISLAINE,,,,,,,38,24,20
CREDSON,,,,,,21,35,24,20
UARLEM,,,,,,,31,24,20
UEILA,,,,,,,30,24,20
DIMIS,,,,,,,27,24,20
HENOS,,,,,,,22,24,20
ALLON,,,,,,,,24,20
CARLIAN,,,,,,,,24,20
DAYELI,,,,,,,,24,20
DEIZIELI,,,,,,,,24,20
NACIELE,,,,,,,,24,20
TAYLLAN,,,,,,,,24,20
WIDERLAN,,,,,,,,24,20
TISSIANA,,,,,,44,111,23,20
ILIDIA,168,246,309,263,195,81,45,23,20
MITILENE,,,,,,,24,23,20
RAMA,,,,,,,22,23,20
ARNOLDE,,,,,,,,23,20
ATAN,,,,,,,,23,20
DEBOHA,,,,,,,,23,20
GLEISSIELE,,,,,,,,23,20
KETURY,,,,,,,,23,20
YASMINNE,,,,,,,,23,20
ERASTO,,31,60,63,70,51,50,22,20
DARSON,,,,,22,27,34,22,20
FRAMCISCO,,,23,36,43,42,31,22,20
DECO,,,,,,25,31,22,20
KLEYBER,,,,,,22,31,22,20
ARANE,,,,,,,28,22,20
UEDINA,,,,,,,28,22,20
SALAMAO,,,22,23,32,28,25,22,20
AGLISON,,,,,,,,22,20
CARIENE,,,,,,,,22,20
DANIRL,,,,,,,,22,20
ERLESSON,,,,,,,,22,20
EULIS,,,,,,,,22,20
ISNALIA,,,,,,,,22,20
KATERINA,,,,,,,,22,20
KEICI,,,,,,,,22,20
KERZIA,,,,,,,,22,20
LAURIENY,,,,,,,,22,20
TAIURI,,,,,,,,22,20
VALBERTH,,,,,,,,22,20
ELISVAM,,,,,,22,37,21,20
FREDESON,,,,,,26,36,21,20
SURIAN,,,,,,,34,21,20
ANTIO,,,25,48,52,42,31,21,20
HILDSON,,,,,,,29,21,20
SHARLANE,,,,,,,28,21,20
TOSHIO,80,229,245,162,45,39,27,21,20
ERNANY,,,,20,,39,27,21,20
NENEN,,,,,,,27,21,20
MAXSANDER,,,,,,,26,21,20
WHANDERSON,,,,,,,24,21,20
NICHELI,,,,,,,21,21,20
ELIEMERSON,,,,,,,20,21,20
ADRYENNE,,,,,,,,21,20
ANDRESIANE,,,,,,,,21,20
ANDRESO,,,,,,,,21,20
GEICINARA,,,,,,,,21,20
GRISLAINE,,,,,,,,21,20
ISLAINI,,,,,,,,21,20
JAISSO,,,,,,,,21,20
JERDERSON,,,,,,,,21,20
JESSINARA,,,,,,,,21,20
JHIONATA,,,,,,,,21,20
JOISSY,,,,,,,,21,20
MAURIELI,,,,,,,,21,20
MAYRIS,,,,,,,,21,20
MOABY,,,,,,,,21,20
WERBESSON,,,,,,,,21,20
KLAUDIA,,,,,,32,36,20,20
MARTINO,21,36,41,48,44,48,29,20,20
HENDER,,,,,,,26,20,20
ALOSON,,,,22,23,,,20,20
KASSEM,,,,,21,,,20,20
ABISAI,,,,,,,,20,20
ALISN,,,,,,,,20,20
ANAKELLY,,,,,,,,20,20
ANDEW,,,,,,,,20,20
DAMISON,,,,,,,,20,20
DHEYSE,,,,,,,,20,20
FELIBE,,,,,,,,20,20
GEISINARA,,,,,,,,20,20
IULIA,,,,,,,,20,20
KARLYANE,,,,,,,,20,20
KAROLL,,,,,,,,20,20
LELICIA,,,,,,,,20,20
MISRAIN,,,,,,,,20,20
RAYNY,,,,,,,,20,20
WISLLAN,,,,,,,,20,20
HERALD,,,,,,,40,,20
OCIVAN,,,,,,39,37,,20
VINA,,26,39,38,53,35,33,,20
ELIVANDRA,,,,,,,33,,20
LAERTH,,,,,,,30,,20
LEONARDE,,,,,,,30,,20
JECIVAN,,,,,,20,28,,20
ALASSANDRO,,,,,,,28,,20
LORISVAN,,,,,,,28,,20
FLAVIL,,,,,,,27,,20
NARI,,,,20,28,29,25,,20
ADILE,,,20,20,20,,25,,20
LVA,,,,,,,25,,20
WLLISSES,,,,,,,25,,20
SELY,,27,37,45,79,46,24,,20
TARSILLA,,,,,,,24,,20
ALMA,330,414,323,170,125,58,23,,20
ADRYANA,,,,,,43,22,,20
ELICLEI,,,,,,,22,,20
TADEUS,,,26,38,45,40,21,,20
ES,,,,,,,21,,20
LORELAI,,,,,,,21,,20
TABITHA,,,,,,,20,,20
LIRES,,,38,56,66,35,,,20
ARIO,,,34,35,39,35,,,20
SALVATORE,25,74,84,57,57,32,,,20
VILTO,,,22,34,30,25,,,20
DENILON,,,,,,25,,,20
GAETANO,,42,21,34,36,,,,20
KUIZ,,,,,24,,,,20
LARAZO,,,,,22,,,,20
LILY,26,41,,28,21,,,,20
VICENZA,21,25,34,,,,,,20
HENNY,21,,,,,,,,20
ADESSON,,,,,,,,,20
ADIJA,,,,,,,,,20
ADREAS,,,,,,,,,20
ADREYNA,,,,,,,,,20
AEDUARDO,,,,,,,,,20
AERON,,,,,,,,,20
AGEOVANA,,,,,,,,,20
AGINES,,,,,,,,,20
AIRI,,,,,,,,,20
AISLARA,,,,,,,,,20
AIUMY,,,,,,,,,20
AKYANE,,,,,,,,,20
ALAILTO,,,,,,,,,20
ALEANDER,,,,,,,,,20
ALEKSSANDER,,,,,,,,,20
ALIKI,,,,,,,,,20
ALLESSA,,,,,,,,,20
ALXIA,,,,,,,,,20
AMETISTA,,,,,,,,,20
ANAILY,,,,,,,,,20
ANAKELY,,,,,,,,,20
ANDENILSON,,,,,,,,,20
ANDREINNA,,,,,,,,,20
ANDRIEW,,,,,,,,,20
ANTHONELLA,,,,,,,,,20
ANTTONY,,,,,,,,,20
ASAFH,,,,,,,,,20
ATAUANE,,,,,,,,,20
ATHANY,,,,,,,,,20
AUGUSO,,,,,,,,,20
AYLLANE,,,,,,,,,20
AYNNA,,,,,,,,,20
BAYAN,,,,,,,,,20
BEATHIS,,,,,,,,,20
BRENDE,,,,,,,,,20
CAILAINY,,,,,,,,,20
CAIRES,,,,,,,,,20
CALIDE,,,,,,,,,20
CALINY,,,,,,,,,20
CALUAN,,,,,,,,,20
CARORINA,,,,,,,,,20
CELLINE,,,,,,,,,20
CHAUANI,,,,,,,,,20
CHRISTOFE,,,,,,,,,20
CHYSTIAN,,,,,,,,,20
CINDIELE,,,,,,,,,20
CLAYRE,,,,,,,,,20
CLAYVERT,,,,,,,,,20
CLETEN,,,,,,,,,20
CRISLANO,,,,,,,,,20
CRISLARA,,,,,,,,,20
CRISLLEY,,,,,,,,,20
CYBELI,,,,,,,,,20
DALETY,,,,,,,,,20
DANYELY,,,,,,,,,20
DARICK,,,,,,,,,20
DEISLA,,,,,,,,,20
DHENIF,,,,,,,,,20
DHERYCK,,,,,,,,,20
DIODO,,,,,,,,,20
DIORAN,,,,,,,,,20
DOMONIQUE,,,,,,,,,20
DVIDI,,,,,,,,,20
ELIADSON,,,,,,,,,20
ELIMY,,,,,,,,,20
ELISI,,,,,,,,,20
ELISRAEL,,,,,,,,,20
ELORRANA,,,,,,,,,20
ELYAB,,,,,,,,,20
EMANOL,,,,,,,,,20
EMAUELA,,,,,,,,,20
EMAUELLE,,,,,,,,,20
EMILLIA,,,,,,,,,20
EMMILLI,,,,,,,,,20
EMUELE,,,,,,,,,20
ENAILI,,,,,,,,,20
ENAILY,,,,,,,,,20
ENDELL,,,,,,,,,20
ENDRYU,,,,,,,,,20
ENGRIDI,,,,,,,,,20
ENIALE,,,,,,,,,20
ENMILY,,,,,,,,,20
ENRRY,,,,,,,,,20
EREQUE,,,,,,,,,20
ERVETOM,,,,,,,,,20
ESFANY,,,,,,,,,20
ESHELEN,,,,,,,,,20
ESLE,,,,,,,,,20
EVANGELINE,,,,,,,,,20
EVELINN,,,,,,,,,20
EVELLYNN,,,,,,,,,20
EVELON,,,,,,,,,20
EVILEY,,,,,,,,,20
EVILIS,,,,,,,,,20
EVYLLI,,,,,,,,,20
EVYLY,,,,,,,,,20
EYDSON,,,,,,,,,20
EYSHYLLA,,,,,,,,,20
EZTEFANI,,,,,,,,,20
FABIELSON,,,,,,,,,20
FABRICCIO,,,,,,,,,20
FABRISO,,,,,,,,,20
FANE,,,,,,,,,20
FARUK,,,,,,,,,20
FELYPPE,,,,,,,,,20
GABRIEY,,,,,,,,,20
GARBIEL,,,,,,,,,20
GEDIELE,,,,,,,,,20
GEOVANN,,,,,,,,,20
GERLILSON,,,,,,,,,20
GERRARD,,,,,,,,,20
GESISLANE,,,,,,,,,20
GILERMI,,,,,,,,,20
GIOVANN,,,,,,,,,20
GIURIA,,,,,,,,,20
GLEICIVALDO,,,,,,,,,20
GRAZIELLEN,,,,,,,,,20
GUILBERTI,,,,,,,,,20
GUINEVERE,,,,,,,,,20
GUSTACO,,,,,,,,,20
HADSSA,,,,,,,,,20
HAGHATA,,,,,,,,,20
HALICE,,,,,,,,,20
HANDREI,,,,,,,,,20
HELIISA,,,,,,,,,20
HELOIS,,,,,,,,,20
HELOISIA,,,,,,,,,20
HELOIZY,,,,,,,,,20
HEMILLYN,,,,,,,,,20
HENRRIQUI,,,,,,,,,20
HIKARI,,,,,,,,,20
HINGREDE,,,,,,,,,20
HIORRAN,,,,,,,,,20
HIRLANA,,,,,,,,,20
HISIS,,,,,,,,,20
HIVO,,,,,,,,,20
HORTEGA,,,,,,,,,20
IAO,,,,,,,,,20
IARLO,,,,,,,,,20
ICOLAS,,,,,,,,,20
INRIDI,,,,,,,,,20
ISABALE,,,,,,,,,20
ISAMEL,,,,,,,,,20
ISASORA,,,,,,,,,20
ISLEM,,,,,,,,,20
ISVI,,,,,,,,,20
ITAWAN,,,,,,,,,20
IUGUI,,,,,,,,,20
IVILLA,,,,,,,,,20
IZAELLE,,,,,,,,,20
IZAELLY,,,,,,,,,20
IZAQUIELE,,,,,,,,,20
JAEMILE,,,,,,,,,20
JAIANDRA,,,,,,,,,20
JAILISON,,,,,,,,,20
JAKCIELE,,,,,,,,,20
JARDIELLY,,,,,,,,,20
JHEMELLY,,,,,,,,,20
JHONISSON,,,,,,,,,20
JHULHA,,,,,,,,,20
JIULY,,,,,,,,,20
JOALESON,,,,,,,,,20
JOALYSSON,,,,,,,,,20
JOANDESSON,,,,,,,,,20
JOAOO,,,,,,,,,20
JOEMILLY,,,,,,,,,20
JOSINAIRA,,,,,,,,,20
KAANDRA,,,,,,,,,20
KAELTON,,,,,,,,,20
KAER,,,,,,,,,20
KAETLYN,,,,,,,,,20
KAHAN,,,,,,,,,20
KAINI,,,,,,,,,20
KAISLAINE,,,,,,,,,20
KALIDA,,,,,,,,,20
KALIDE,,,,,,,,,20
KALLANY,,,,,,,,,20
KALLEY,,,,,,,,,20
KAMLLY,,,,,,,,,20
KANILLY,,,,,,,,,20
KARIELEN,,,,,,,,,20
KARYNY,,,,,,,,,20
KATERINI,,,,,,,,,20
KATHILYN,,,,,,,,,20
KATLE,,,,,,,,,20
KATLEI,,,,,,,,,20
KATTLYN,,,,,,,,,20
KAYU,,,,,,,,,20
KEFANI,,,,,,,,,20
KERILIN,,,,,,,,,20
KESSILE,,,,,,,,,20
KETALLY,,,,,,,,,20
KETERE,,,,,,,,,20
KETEREN,,,,,,,,,20
KETERIM,,,,,,,,,20
KETHANY,,,,,,,,,20
KETHELLEY,,,,,,,,,20
KETHEM,,,,,,,,,20
KETHEY,,,,,,,,,20
KETHYLLY,,,,,,,,,20
KETLENN,,,,,,,,,20
KETTYLEN,,,,,,,,,20
KEUVES,,,,,,,,,20
KEVENLY,,,,,,,,,20
KEVILLEN,,,,,,,,,20
KEVLEN,,,,,,,,,20
KEWIM,,,,,,,,,20
KHAYLA,,,,,,,,,20
KHEMILY,,,,,,,,,20
KHETLY,,,,,,,,,20
KHRISTIAN,,,,,,,,,20
KIUANY,,,,,,,,,20
KLAISON,,,,,,,,,20
KLAYSON,,,,,,,,,20
KLEIVER,,,,,,,,,20
KWANE,,,,,,,,,20
KWANY,,,,,,,,,20
KYKE,,,,,,,,,20
KYUANE,,,,,,,,,20
LAIENY,,,,,,,,,20
